longitude,latitude,OBJECTID,HOUSE_NUMB,HYPERLINK,BUILDING_N,LEVEL_NO,STREETNAME,POSTALCODE,DESCRIPTIO,NAME_OF_SC,UNIT_NO,INC_CRC,FMEL_UPD_D,X_ADDR,Y_ADDR
103.90305675907059,1.316822183308334,206,190,http://www.rainforestcollege.edu.sg,,02,CHANGI ROAD,419974,Private Education Institutions,RAINFOREST BUSINESS COLLEGE,02,0658F84FF0EAC089,2014/01/27,35761.18410000000,33233.13250000000
103.85619885191291,1.298881387242347,207,31,http://www.toniandguy.com.sg,,02,TAN QUEE LAN STREET,188117,Private Education Institutions,TONI & GUY ACADEMY,01,1D6877025685C210,2014/01/27,30546.37020000000,31249.23460000000
103.85488006524946,1.300893749720465,208,65A/66A,http://www.toniinternational.com,BUGIS VILLAGE,65A,QUEEN STREET,188544,Private Education Institutions,TONI INTERNATIONAL COLLEGE OF AESTHETICS & PHYSIOLOGY,,1D2C8E15CFB9FB5C,2014/01/27,30399.59920000000,31471.75000000000
103.84803343517787,1.37062704685623,209,710A,http://www.topimage.com.sg,,02,ANG MO KIO AVE 8,561710,Private Education Institutions,TOP IMAGE HAIR & BEAUTY ACADEMY,2627,9C07612ABF927218,2014/01/27,29637.58480000000,39182.49560000000
103.83366493513026,1.30724675882018,210,14,http://www.ebeautyasia.com,FAR EAST PLAZA,04,SCOTTS ROAD,228213,Private Education Institutions,TOP TO TOE COLLEGE OF BEAUTY THERAPY AND COSMETOLOGY,12,C9226844591B15DB,2014/01/27,28038.54610000000,32174.22270000000
103.84413837674556,1.298132155734372,211,190,http://www.tmis.edu.sg,SINGAPORE SHOPPING CENTRE,06,CLEMENCEAU AVENUE,239924,Private Education Institutions,TOURISM MANAGEMENT INSTITUTE OF SINGAPORE,"21,26",F1559C36D50D54CB,2014/01/27,29204.14730000000,31166.37940000000
103.8449772189489,1.279102187248895,212,38,http://www.trainingvision.com.sg,AIR VIEW BUILDING,04,MAXWELL ROAD,069116,Private Education Institutions,TRAINING VISION INSTITUTE,01,19A8575F9C58BCDA,2014/01/27,29297.51260000000,29062.14420000000
103.84222712141327,1.300614669009654,213,100,http://academy.edu.sg,CONCORDE HOTEL (FORMERLY KNOWN AS LE MERIDIEN HOTE,04,ORCHARD ROAD,238840,Private Education Institutions,ASIA PACIFIC INTERNATIONAL ACADEMY,100,05DDFB3495B731F1,2014/02/04,28991.44060000000,31440.88220000000
103.84600681788581,1.274263560374534,214,2,http://www.chimei.edu.sg,,01,MISTRI ROAD,079624,Private Education Institutions,CHIMEI ACADEMY,04,14764CA054EE0E98,2014/02/04,29412.10130000000,28527.11430000000
103.85896774295907,1.295577462918816,215,9,http://www.scicollege.org.sg,SUNTEC TOWER 2,14,TEMASEK BOULEVARD,038989,Private Education Institutions,SINGAPORE COLLEGE OF INSURANCE,01,4BDAB441505F07B7,2014/01/27,30854.52680000000,30883.90660000000
103.85127687355282,1.332316158047092,216,640,http://www.singaporetcm.edu.sg,CHUNG HWA FREE CLINIC,,LORONG 4 TOA PAYOH,319522,Private Education Institutions,SINGAPORE COLLEGE OF TRADITIONAL CHINESE MEDICINE,,F6AE483C0F9AEAEE,2014/01/27,29998.57130000000,34946.27540000000
103.77621911050902,1.329160946549228,217,461,http://www.simge.edu.sg,SIM HEADQUARTERS,,CLEMENTI ROAD,599491,Private Education Institutions,SINGAPORE INSTITUTE OF MANAGEMENT,,F2BD487418AB396E,2014/01/27,21645.41390000000,34597.45460000000
103.88127081572499,1.307465186221343,218,229,http://www.simm.org.sg,MOUNTBATTEN SQUARE,03,MOUNTBATTEN ROAD,398007,Private Education Institutions,SINGAPORE INSTITUTE OF MATERIALS MANAGEMENT,28,2A25B99B619E574E,2014/01/27,33336.63870000000,32198.42630000000
103.84847054556026,1.273720504774816,219,12,http://www.siso.org.sg,BESTWAY BUILDING,,PRINCE EDWARD ROAD,079212,Private Education Institutions,SINGAPORE INSTITUTION OF SAFETY OFFICERS,,0445262520659F98,2014/01/27,29686.29510000000,28467.06760000000
103.79060713036563,1.346051961255695,220,71,http://sgkis.org/,SINGAPORE KOREAN INTERNATIONAL SCHOOL,,BUKIT TINGGI,289759,Private Education Institutions,SINGAPORE KOREAN INTERNATIONAL SCHOOL,,B4B52090B9EAAD46,2014/01/27,23246.68600000000,36465.14470000000
103.84424958634885,1.289176813640065,221,30,http://www.mediaacademy.sg,RIVERSIDE POINT,04,MERCHANT RD,058282,Private Education Institutions,SINGAPORE MEDIA ACADEMY,09,DD9CE993951243FD,2014/01/27,29216.52810000000,30176.14390000000
103.77024728740169,1.442883031111253,222,6A,http://www.srmc.edu.sg,,02,WOODLANDS CENTRE ROAD,731006,Private Education Institutions,SINGAPORE RAFFLES MUSIC COLLEGE,280,B47784B58CDC9F49,2014/01/27,20981.14580000000,47172.28950000000
103.83725723032771,1.300222310380864,223,111,http://www.spainstitute.com.sg,TRIPLEONE SOMERSET,11,SOMERSET ROAD,238164,Private Education Institutions,SINGAPORE SPA INSTITUTE,02,AEFDC85F5DD3DE75,2014/01/27,28438.33650000000,31397.49570000000
103.7289211988261,1.350416859330947,224,200,http://www.singtrain.com,YOHA @ JURONG EDUCATION HUB,03,JURONG EAST AVE 1,609789,Private Education Institutions,SINGTRAIN ACADEMY,02,8D41BB86A9473EBD,2014/01/27,16381.73640000000,36948.00070000000
103.81669431929677,1.283054693577469,225,165,http://www.sipmm.edu.sg,,03,BUKIT MERAH CENTRAL,150165,Private Education Institutions,SIPMM ACADEMY,3681,0DF2AB2770D2E13D,2014/01/27,26149.85670000000,29499.19500000000
103.73967755937197,1.333825623685755,226,135,http://www.smartlearners.edu.sg,,04,JURONG EAST STREET 13,600135,Private Education Institutions,SMART LEARNERS EDUCATION CENTRE,,D9B149AB7466579B,2014/01/27,17578.73020000000,35113.37540000000
103.88077011478066,1.30843228965568,227,231,http://www.smartteam.edu.sg,BLOCK B,03,MOUNTBATTEN ROAD,397999,Private Education Institutions,SMARTTEAM SCHOOL OF MANAGEMENT,00,C4253D3AF74C67F0,2014/01/27,33280.91330000000,32305.36260000000
103.82023618004047,1.274271298701659,228,1,http://www.shelton.edu.sg,,01/2,TELOK BLANGAH RISE,098888,Private Education Institutions,SHELTON COLLEGE INTERNATIONAL,00,94283E4259C641DA,2014/03/03,26544.03170000000,28527.97030000000
103.86235932885107,1.302338743235798,229,371,http://www.tcmcollege.com.sg/,KEYPOINT BUILDING,02,BEACH ROAD,199597,Private Education Institutions,TCM COLLEGE (S),37,6581B7AE309421C5,2014/03/03,31231.97200000000,31631.53830000000
103.84892803290148,1.279477749803688,230,110,,,07,ROBINSON ROAD,068901,Private Education Institutions,INSTITUTE OF ARTS AND SCIENCES,00,68B335365B877BCF,2014/01/27,29737.20610000000,29103.67430000000
103.84954059686515,1.301232506172409,231,1,http://www.imbm.edu.sg,PEACE CENTRE,07,SOPHIA ROAD,228149,Private Education Institutions,INSTITUTE OF MARITIME AND BUSINESS MANAGEMENT,15,CBF2AA6813DF611C,2014/01/27,29805.36410000000,31509.20350000000
103.851437202355,1.305115561340432,232,2,http://www.insworld.edu.sg,THE VERGE,03,SERANGOON ROAD,218227,Private Education Institutions,INSWORLD INSTITUTE,18,1A1F7EDA6F57A97F,2014/01/27,30016.43620000000,31938.57320000000
103.76726006103614,1.323250405374198,233,41,http://www.iis.com.sg,CLEMENTI ARCADE,02,SUNSET WAY,597071,Private Education Institutions,INTEGRATED INTERNATIONAL SCHOOL,03,F51F93C837D9EAB4,2014/01/27,20648.34570000000,33943.92170000000
103.84864102623551,1.303321978763539,234,11,http://www.iti.edu.sg,,,UPPER WILKIE ROAD,228120,Private Education Institutions,INTERCULTURAL THEATRE INSTITUTE,,CD0A479260544E3C,2014/01/27,29705.24870000000,31740.24590000000
103.84808431982965,1.297672223668962,235,1,http://www.ymca.edu.sg,,LEVEL 2,"ORCHARD ROAD, YMCA",238824,Private Education Institutions,YMCA EDUCATION CENTRE,,1FF6E6778DA22C68,2014/01/27,29643.29600000000,31115.52480000000
103.86235932885107,1.302338743235798,236,371,http://www.retailacademy.com.sg,KEYPOINT,02,BEACH ROAD,199597,Private Education Institutions,THE RETAIL ACADEMY OF SINGAPORE,08B,6581B7AEC882754A,2014/01/27,31231.97200000000,31631.53830000000
103.82846871996084,1.307178056745453,237,402,http://www.theschoolofmakeup.com,DELFI ORCHARD,03,ORCHARD ROAD,238876,Private Education Institutions,THE SCHOOL OF MAKE-UP,04,542EC93C3292E180,2014/01/27,27460.25560000000,32166.62650000000
103.84222712141327,1.300614669009654,238,100,http://www.positivepsych.edu.sg,CONCORDE HOTEL & SHOPPING MALL,03,ORCHARD ROAD,238840,Private Education Institutions,THE SCHOOL OF POSITIVE PSYCHOLOGY,20,05DDFB340C7873F9,2014/01/27,28991.44060000000,31440.88220000000
103.84325290950682,1.298512650075568,239,101,http://www.chicagobooth.edu/,HOUSE OF TAN YEOK NEE,,PENANG ROAD,238466,Private Education Institutions,THE UNIVERSITY OF CHICAGO BOOTH SCHOOL OF BUSINESS,,B2255A34867C0459,2014/01/27,29105.60250000000,31208.45210000000
103.73967755937197,1.333825623685755,240,135,http://www.soaacademyonline.com,,03,JURONG GATEWAY ROAD,600135,Private Education Institutions,SOA ACADEMY,333,D9B149AB26DBD24D,2014/01/27,17578.73020000000,35113.37540000000
103.86274639356101,1.305123194294822,241,465,http://www.soha.com.sg,,02,CRAWFORD LANE,190465,Private Education Institutions,SOHA INSTITUTE,08,EA08C53528404542,2014/01/27,31275.04530000000,31939.42900000000
103.78648281088022,1.299746972487064,242,1,http://www.sorbonne-assas-ils.org,INSEAD,,AYER RAJAH AVENUE,138676,Private Education Institutions,SORBONNE-ASSAS INTERNATIONAL LAW SCHOOL - ASIA,,F32A349F85FDB144,2014/01/27,22787.59800000000,31344.98340000000
103.85229279849854,1.300414238445171,243,190,http://www.spatec.com.sg,FORTUNE CENTRE,04,MIDDLE ROAD,188979,Private Education Institutions,SPATEC ACADEMY,34,14FF26370C8A456A,2014/01/27,30111.66010000000,31418.72580000000
103.73967755937197,1.333825623685755,244,BLK 135,http://www.spring.edu.sg,,03,JURONG GATEWAY ROAD,600135,Private Education Institutions,SPRING COLLEGE INTERNATIONAL,329,D9B149ABE06BC5D6,2014/01/27,17578.73020000000,35113.37540000000
103.83633659839242,1.35117521967683,245,194,http://www.srneducation.org/,THOMSON COMMUNITY CLUB,04,UPPER THOMSON ROAD,574339,Private Education Institutions,SRN EDUCATION CENTRE,01,50871CD77F18D935,2014/01/27,28335.87160000000,37031.60700000000
103.84458906467752,1.298054718424458,246,9,http://www.sstc.edu.sg,PARK MALL,09,PENANG ROAD,238459,Private Education Institutions,SSTC SCHOOL FOR FURTHER EDUCATION,03,3864DFC04BEB0B91,2014/01/27,29254.30480000000,31157.81700000000
103.76783727690758,1.361479522386328,247,492,http://www.sfms.edu.sg,ST. FRANCIS METHODIST SCHOOL,,UPPER BUKIT TIMAH,678095,Private Education Institutions,ST FRANCIS METHODIST SCHOOL,,54A11BD5CDD8B52C,2014/01/27,20712.69730000000,38171.10300000000
103.88077011478066,1.30843228965568,248,231,,BLOCK B,01,MOUNTBATTEN ROAD,397999,Private Education Institutions,ST GERARD'S INTERNATIONAL SCHOOL,01,C4253D3A89E13404,2014/01/27,33280.91330000000,32305.36260000000
103.7400412322837,1.334722137493934,249,131,http://www.sthua.edu.sg,,04,JURONG EAST ST.13,600131,Private Education Institutions,ST.HUA PRIVATE SCHOOL,241,C08D4982AA1F1A17,2014/01/27,17619.20710000000,35212.50590000000
103.84079522544464,1.333723167635976,250,490,http://www.sji-international.com.sg/elementary,RAPHAEL AND GABRIEL BLOCKS,,THOMSON ROAD,298191,Private Education Institutions,ST.JOSEPH'S INSTITUTION INTERNATIONAL ELEMENTARY SCHOOL,,8A3ACB425D1C670D,2014/01/27,28832.07240000000,35101.84940000000
103.82693508967851,1.286463453188145,251,302,http://www.stalfordacademy.com,TIONG BAHRU PLAZA,06,TIONG BAHRU RD,168732,Private Education Institutions,STALFORD ACADEMY,03,04985CC29589A162,2014/01/27,27289.57110000000,29876.11290000000
103.81852658653581,1.282638214126546,252,167,http://www.parkwaycollege.edu.sg,CONNECTION ONE,03,JALAN BUKIT MERAH,150167,Private Education Institutions,PARKWAY COLLEGE OF NURSING AND ALLIED HEALTH,12,D737B6280A7B496C,2014/01/27,26353.77260000000,29453.14150000000
103.82876299239489,1.430618298532849,253,102,http://WWW.PENCILTUTOR.COM,,02,YISHUN AVE 5,760102,Private Education Institutions,PENCILTUTOR SCHOOL,135,887B39B869CCD7CA,2014/01/27,27493.03140000000,45816.02010000000
103.84063711649762,1.281585637416934,254,100A,http://www.pibca.com,PEARLS CENTRE OFFICE PODIUM,02,EU TONG SEN STREET,059813,Private Education Institutions,PERFECT IMAGE BEAUTY AND COSMETOLOGY ACADEMY,01,A9C831C1B27F6FCA,2014/01/27,28814.49340000000,29336.74950000000
103.70732738471401,1.268788097094513,255,81,http://www.cptc.edu.sg,,,JURONG ISLAND HIGHWAY,627837,Private Education Institutions,PETROFAC TRAINING INSTITUTE,,6C943EB325891F0F,2014/01/27,13978.12870000000,27922.00400000000
103.87380811169085,1.316734207067692,256,1208,http://www.shrm.edu.sg,,BLOCK A,UPPER BOON KENG ROAD,387312,Private Education Institutions,SHRM COLLEGE,,3E9ABFFD56372570,2014/01/27,32506.09220000000,33223.33250000000
103.85473608633302,1.302431217112659,257,1,http://www.sictabeautyschool.com.sg/,ROCHOR CENTER,03,ROCHOR ROAD,180001,Private Education Institutions,SICTA BEAUTY SCHOOL,574,00A22727F198C3F8,2014/01/27,30383.57410000000,31641.75510000000
103.85229279849854,1.300414238445171,258,190,http://www.sigma-solutions.com.sg/,FORTUNE CENTRE,11,MIDDLE ROAD,188979,Private Education Institutions,SIGMA-SOLUTIONS ACADEMY,06,14FF2637C424A611,2014/01/27,30111.66010000000,31418.72580000000
103.77621911050902,1.329160946549228,259,461,http://www.unisim.edu.sg,,,CLEMENTI ROAD,599491,Private Education Institutions,SIM UNIVERSITY,,F2BD4874526CB9E8,2014/01/27,21645.41390000000,34597.45460000000
103.77530909246602,1.425432294381903,260,40,http://www.sas.edu.sg,BLOCK 5,,WOODLANDS STREET 41,738547,Private Education Institutions,SINGAPORE AMERICAN SCHOOL,,3A90F7C09CC3A6CC,2014/01/27,21544.39740000000,45242.65880000000
103.76739821310429,1.29262446916538,261,9/11,http://www.genesisschool.com.sg,GENESIS SCHOOL FOR SPECIAL EDUCATION,9/11,WEST COAST ROAD,127296,Private Education Institutions,GENESIS SCHOOL FOR SPECIAL EDUCATION,,61FE83D9861BF239,2014/01/27,20663.63160000000,30557.46050000000
103.88736498188871,1.320055967823437,262,118,http://www.genetic.edu.sg,,02,ALJUNIED AVENUE 2,380118,Private Education Institutions,GENETIC COMPUTER SCHOOL,100,D29B207657835997,2014/01/27,34014.83280000000,33590.66450000000
103.79176115926538,1.345610623548547,263,72,http://www.gess.sg,,,BUKIT TINGGI RD,289760,Private Education Institutions,GERMAN EUROPEAN SCHOOL SINGAPORE,,DDA338BA92FE571E,2014/01/27,23375.11600000000,36416.34160000000
103.78965958949956,1.300891645990376,264,10,http://WWW.TUM-ASIA.EDU.SG,PIXEL BUILDING,03,CENTRAL EXCHANGE GREEN,138649,Private Education Institutions,GERMAN INSTITUTE OF SCIENCE AND TECHNOLOGY - TUM ASIA,01,D2CEA996A80440B9,2014/01/27,23141.14730000000,31471.54920000000
103.80145309028458,1.2917836883481,265,1,http://www.giissingapore.org,"B,C,D,E",NA,MEI CHIN ROAD,149253,Private Education Institutions,GLOBAL INDIAN INTERNATIONAL SCHOOL,,48052C0D8906BB37,2014/01/27,24453.64530000000,30464.41840000000
103.84847054556026,1.273720504774816,266,12,http://www.gstm.edu.sg,BESTWAY BUILDING,01,PRINCE EDWARD ROAD,079212,Private Education Institutions,GLOBAL SCHOOL OF TECHNOLOGY & MANAGEMENT,11,04452625EA7595CE,2014/01/27,29686.29510000000,28467.06760000000
103.84455014757067,1.282817380852009,267,26,,,,TEMPLE STREET,058571,Private Education Institutions,GOLDEN COMPASS SCHOOL,,ADB3FBE8D9F2425E,2014/01/27,29249.98120000000,29472.95080000000
103.851437202355,1.305115561340432,268,2,,THE VERGE,06,SERANGOON ROAD,218227,Private Education Institutions,GREENSAFE ACADEMY,00,1A1F7EDA415FA720,2014/01/27,30016.43620000000,31938.57320000000
103.84954059686515,1.301232506172409,269,1,http://www.juneliew.com.sg,PEACE CENTRE,07,SOPHIA ROAD,228149,Private Education Institutions,JUNE'S BEAUTY SCHOOL,"06,07",CBF2AA684DF00B20,2014/02/10,29805.36410000000,31509.20350000000
103.84706821288029,1.333013678233313,270,500,http://www.yplsch.com,HDB HUB,04,TOA PAYOH LORONG 6,310500,Private Education Institutions,THE YPLS SCHOOL OF LEARNING,"40,41",CCCAB74E46E10562,2014/02/10,29530.19080000000,35023.40060000000
103.8386394955711,1.310978153045765,271,2,http://www.ascott-ace.com/,,,ANTHONY ROAD,229956,Private Education Institutions,ASCOTT CENTRE FOR EXCELLENCE OF THE ASCOTT LIMITED,,9C685B95500B5526,2014/01/27,28592.16770000000,32586.82170000000
103.85026781957608,1.291805079052255,272,3,http://www.ashford.edu.sg,PENINSULA SHOPPING CENTRE,04,COLEMAN STREET,179804,Private Education Institutions,ASHFORD COLLEGE OF MANAGEMENT AND TECHNOLOGY,06,4C2BAC61FC70CF20,2014/01/27,29886.30440000000,30466.76760000000
103.84847054556026,1.273720504774816,273,12,http://www.apsportsbiz.com,BESTWAY BUILDING,04,PRINCE EDWARD ROAD,079212,Private Education Institutions,ASIA PACIFIC SCHOOL OF SPORTS AND BUSINESS,01,04452625FEACE961,2014/01/27,29686.29510000000,28467.06760000000
103.89230885507426,1.319687134650835,274,11,http://www.aic.edu.sg,LIFELONG LEARNING INSTITUTE,04,EUNOS ROAD 8,408601,Private Education Institutions,ASIAN INTERNATIONAL COLLEGE,01,3FF235C95B33BE8A,2014/01/27,34565.03840000000,33549.89340000000
103.84386838882,1.285792100379776,275,101,http://www.askedu.com.sg,PEOPLE'S PARK CENTRE,04,UPPER CROSS STREET,058357,Private Education Institutions,ASK SCHOOL OF MANAGEMENT,04,C3945AD3277B9ECA,2014/01/27,29174.10570000000,29801.87960000000
103.8894234536222,1.334899540430752,276,28,http://www.at-sunrice.com,SAKAE BUILDING,05,TAI SENG STREET,534106,Private Education Institutions,AT-SUNRICE GLOBALCHEF ACADEMY,00,E32A590855345E83,2014/01/27,34243.88330000000,35231.99660000000
103.85249645652932,1.30221157862167,277,175,http://www.atlanticihl.edu.sg/,,01,BENCOOLEN STREET,189649,Private Education Institutions,ATLANTIC INSTITUTE OF HIGHER LEARNING,18,9DD0C2CB10C98E06,2014/01/27,30134.32390000000,31617.46660000000
103.84145488288962,1.291869321828711,278,11,http://www.auston.edu.sg/,ROBERTSON WALK,02,UNITY STREET,237995,Private Education Institutions,AUSTON INSTITUTE OF MANAGEMENT,20,8298B94D458E87FA,2014/01/27,28905.50050000000,30473.86640000000
103.85911217880221,1.350033819526005,279,1,http://www.ais.com.sg,AUSTRALIAN INTERNATIONAL SCHOOL,,LORONG CHUAN,556818,Private Education Institutions,AUSTRALIAN INTERNATIONAL SCHOOL,,C6DFBCADBF4EE359,2014/01/27,30870.53880000000,36905.41180000000
103.72339285845494,1.329300373036935,280,3,http://www.yuvabharathi.sg,,,HU CHING ROAD,619651,Private Education Institutions,YUVABHARATHI INTERNATIONAL SCHOOL,,9213B7B352995C7F,2014/01/27,15766.38830000000,34613.07040000000
103.846037443968,1.326285045036427,281,529,http://WWW.ZESPRION.COM,,02,BALESTIER ROAD,329856,Private Education Institutions,ZESPRION LANGUAGE CENTRE,02,674CB09FC0F3980D,2014/01/27,29415.48080000000,34279.38230000000
103.90104005042529,1.303820411016868,282,865,http://www.zhicheng.edu.sg/,KATONG SHOPPING CENTRE,07,MOUNTBATTEN ROAD,437844,Private Education Institutions,ZHICHENG PRIVATE SCHOOL,03,0381F98A63E990D3,2014/01/27,35536.78270000000,31795.45610000000
103.80851176313156,1.284541022808658,283,5,http://www.cilt.org.sg,PETRO CENTRE,06,JALAN KILANG BARAT,159349,Private Education Institutions,THE CHARTERED INSTITUTE OF LOGISTICS AND TRANSPORT SINGAPORE,03,1814799DF44CA933,2014/01/27,25239.20710000000,29663.55290000000
103.76906500618102,1.300081453070864,284,95,http://www.sjs.edu.sg,THE JAPANESE SCHOOL,,CLEMENTI ROAD,129782,Private Education Institutions,THE JAPANESE SCHOOL SINGAPORE,,BCF026780E4A1A8D,2014/01/27,20849.15240000000,31382.01110000000
103.81367274221397,1.284078034106342,285,NO 2,http://www.sla.org.sg/the-logistics-academy,SPRING SINGAPORE BUILDING,04,BUKIT MERAH CENTRAL,159835,Private Education Institutions,THE LOGISTICS ACADEMY,02,4482B869AD58B99F,2014/01/27,25813.58090000000,29612.35300000000
103.84570322397971,1.275735683523371,286,10,http://www.the-pinkroom.com,INTERNATIONAL PLAZA,15,ANSON ROAD,079903,Private Education Institutions,THE PINK ROOM INTERNATIONAL NAIL ACADEMY,06,B4545ED597DF5F31,2014/01/27,29378.31290000000,28689.89390000000
103.85007155169403,1.278518937583909,287,3,,SHENTON HOUSE,03,SHENTON WAY,068805,Private Education Institutions,ENTREPRENEUR TRAINING TECH ACADEMY,01,B7396A5338043BA0,2014/01/27,29864.47110000000,28997.65460000000
103.84943704528035,1.299023930513924,288,30,http://www.erci.edu.sg,NTUC INCOME PRINSEP HOUSE,,PRINSEP STREET,188647,Private Education Institutions,ERC INSTITUTE,,BE07A80EE4AC8FE3,2014/01/27,29793.84140000000,31264.99040000000
103.77458676539129,1.309646040253994,289,1010,esisacademy.com,,03,DOVER ROAD,139658,Private Education Institutions,ESIS ACADEMY,17,B8FF9372555F30F7,2014/01/27,21463.69960000000,32439.59960000000
103.85394229875259,1.297489762146781,290,100,http://www.essec.edu/asia,NATIONAL LIBRARY BUILDING,13,VICTORIA STREET,188064,Private Education Institutions,ESSEC,02,08979924737CE67D,2014/01/27,30295.23730000000,31095.35370000000
103.88967736715931,1.305772176188583,291,51,http://www.etonhouse.com.sg,,,BROADRICK ROAD,439501,Private Education Institutions,ETONHOUSE INTERNATIONAL SCHOOL,,8877046429BEEDDA,2014/01/27,34272.21430000000,32011.24120000000
103.85125504472003,1.300956818803652,292,210,http://www.ecta.edu.sg,SINGAPORE POOLS BUILDING,07,MIDDLE ROAD,188994,Private Education Institutions,EXECUTIVE COUNSELLING AND TRAINING ACADEMY,02,1E442FFD59717ABF,2014/01/27,29996.16700000000,31478.72060000000
103.84847054556026,1.273720504774816,293,12,http://www.ceo.edu.sg,BESTWAY BUILDING,01,PRINCE EDWARD ROAD,079212,Private Education Institutions,EXERCEO BUSINESS SCHOOL,03,0445262588621AFE,2014/01/27,29686.29510000000,28467.06760000000
103.84954059686515,1.301232506172409,294,1,http://www.fastlearnerschool.com,PEACE CENTRE,06,SOPHIA ROAD,228149,Private Education Institutions,F-TIQ FAST LEARNERS SCHOOL,15,CBF2AA68D33FE947,2014/01/27,29805.36410000000,31509.20350000000
103.85603615710751,1.298698259380337,295,520,http://www.fltc.com.sg,WISMA ALSAGOFF,04,NORTH BRIDGE ROAD,188742,Private Education Institutions,FIRST LEARNING & TRAINING CENTRE,01,C27D7C63AAE94453,2014/01/27,30528.26400000000,31228.98500000000
103.84187216198418,1.280158389259791,296,5,http://www.firstmedia.edu.sg,FIRST MEDIA DESIGN ACADEMY,01,TECK LIM ROAD,088383,Private Education Institutions,FIRST MEDIA DESIGN SCHOOL,01,F3780735B4205475,2014/01/27,28951.94440000000,29178.93210000000
103.82457778748504,1.447656645638473,297,345,http://www.fis.edu.sg,,,OLD NELSON ROAD,758692,Private Education Institutions,FIS INSTITUTE,,CE477CB26DF5F76E,2014/01/27,27027.28800000000,47700.03630000000
103.8491196829234,1.282414301956722,298,8,http://www.ftmsglobal.edu.sg,PWC BUILDING,01,CROSS STREET,048424,Private Education Institutions,FTMSGLOBAL ACADEMY,00,4DEE9D56EF6EB41A,2014/01/27,29758.53320000000,29428.38310000000
103.87402059352962,1.350858934537079,299,587,,CRESTAR BUILDING (TRAINING ROOM 3),,UPPER SERANGOON ROAD,534564,Private Education Institutions,FUDAN-XINSIDA CHINESE INSTITUTE,,091DAEBCA9BD88CA,2014/01/27,32529.67710000000,36996.67140000000
103.84847054556026,1.273720504774816,300,12,http://www.sit.edu.sg,PODIUM B BESTWAY BUILDING,02,PRINCE EDWARD ROAD,079212,Private Education Institutions,FY INSTITUTE OF TECHNOLOGY (SINGAPORE),06,0445262598AB828B,2014/01/27,29686.29510000000,28467.06760000000
103.84676514001352,1.280836619243588,301,83,http://www.fzdschool.com,,,AMOY STREET,069902,Private Education Institutions,FZD SCHOOL OF DESIGN,,3173782E13771D05,2014/01/27,29496.49280000000,29253.92970000000
103.84655600876037,1.288862922918573,302,6,http://www.nanyang.edu.sg,,04,EU TONG SEN STREET,059817,Private Education Institutions,NANYANG INSTITUTE OF MANAGEMENT,01,295BA66B55F583C7,2014/01/27,29473.21360000000,30141.43670000000
103.73967755937197,1.333825623685755,303,135,http://www.nyschool.edu.sg,,03,JURONG GATEWAY ROAD,600135,Private Education Institutions,NANYANG LANGUAGE & BUSINESS SCHOOL,333,D9B149ABCE77CF26,2014/01/27,17578.73020000000,35113.37540000000
103.84954059686515,1.301232506172409,304,1,http://www.newasia.edu.sg/index-2.html,PEACE CENTRE,07,SOPHIA ROAD,228149,Private Education Institutions,NEW ASIA ACADEMY,06,CBF2AA6800C49D81,2014/01/27,29805.36410000000,31509.20350000000
103.89434910524528,1.309171740719623,305,188-4,http://www.newcambridge.com.sg,,,TANJONG KATONG ROAD,436990,Private Education Institutions,NEW CAMBRIDGE EDUCATION CENTRE,,C4AAD178BC1D02AE,2014/01/27,34792.12670000000,32387.16000000000
103.84954059686515,1.301232506172409,306,1,http://www.newtoncollege.edu.sg,PEACE CENTRE,06,SOPHIA ROAD,228149,Private Education Institutions,NEWTON INTERNATIONAL COLLEGE,15,CBF2AA68F3F37C09,2014/01/27,29805.36410000000,31509.20350000000
103.84334933559155,1.31747005442448,307,101,http://www.angliss.edu.sg,UNITED SQUARE,06,THOMSON ROAD,307591,Private Education Institutions,WILLIAM ANGLISS INSTITUTE,"01,06",8F0EEAF7A2C61D21,2014/01/27,29116.32550000000,33304.66450000000
103.84780994459327,1.306757399462915,308,73,http://www.dasacademy.edu.sg,REX HOUSE,05,BUKIT TIMAH ROAD,229832,Private Education Institutions,DAS ACADEMY,01,8A2B63D2C4648025,2014/03/10,29612.75470000000,32120.11650000000
103.85605639488378,1.303202203528785,309,50,http://www.elite.edu.sg,CHURCH OF OUR LADY OF LOURDES,ANNEXE BUILDING,OPHIR ROAD,188690,Private Education Institutions,ELITE INTERNATIONAL COLLEGE,,3673E9F417FBC5BE,2014/01/27,30530.51180000000,31727.00800000000
103.84864102623551,1.303321978763539,310,11,http://www.emilyhill.org,,,UPPER WILKIE ROAD,228120,Private Education Institutions,EMILY HILL INSTITUTE FOR CREATIVE ENTERPRISE,,CD0A479265DF36CB,2014/01/27,29705.24870000000,31740.24590000000
103.87692267921825,1.313691539476768,311,116,http://www.emmaustrainingcenter.com,PEK CHUAN BUILDING,03,LAVENDER STREET,388730,Private Education Institutions,EMMAUS TRAINING CENTER,05,09E01737C44B9FA5,2014/01/27,32852.71930000000,32886.89580000000
103.75005841722636,1.343713019823926,312,21,http://www.shatec.sg,,,BUKIT BATOK STREET 22,659589,Private Education Institutions,SHATEC INSTITUTES,,7C8C84803858B11E,2014/01/27,18734.04950000000,36206.63270000000
