longitude,latitude,OBJECTID,HOUSE_NUMB,HYPERLINK,BUILDING_N,LEVEL_NO,STREETNAME,POSTALCODE,DESCRIPTIO,NAME_OF_SC,UNIT_NO,INC_CRC,FMEL_UPD_D,X_ADDR,Y_ADDR
103.82890681936385,1.375215048314435,98,600,http://www.jcu.edu.sg,,,UPPER THOMSON ROAD,574421,Private Education Institutions,JAMES COOK AUSTRALIA INSTITUTE OF HIGHER LEARNING,,633C5089408E240A,2014/01/27,27509.02570000000,39689.80900000000
103.90305675907059,1.316822183308334,99,190,http://jbs.edu.sg,MDIS BUILDING,02,CHANGI ROAD,419974,Private Education Institutions,JBS INTERNATIONAL COLLEGE,02,0658F84FE7DAF5AB,2014/01/27,35761.18410000000,33233.13250000000
103.73870827133094,1.333862463597273,100,134,http://www.jegroup.edu.sg,,04,JURONG GATEWAY ROAD,600134,Private Education Institutions,JE EDUCATIONAL COLLEGE,307L,557BFFEE6498A6FC,2014/01/27,17470.85860000000,35117.45310000000
103.85692753910622,1.296156694124331,101,100,http://www.jdmis.edu.sg,SHAW TOWERS GALLERY,02,BEACH ROAD,189702,Private Education Institutions,JEWELLERY DESIGN & MANAGEMENT INTERNATIONAL SCHOOL,"50,57",CC8104D93CE11EFD,2014/01/27,30627.46940000000,30947.95280000000
103.84002509230581,1.302897206651689,102,51,http://www.kaplan.com.sg,STARHUB CENTRE,03,CUPPAGE ROAD,229469,Private Education Institutions,KAPLAN HIGHER EDUCATION ACADEMY,01,FB03F31E77B8D06C,2014/01/27,28746.37390000000,31693.27270000000
103.84951131624342,1.302122035916567,103,8,http://www.kaplan.com.sg,WILIKIE EDGE,02,WILKIE ROAD,228095,Private Education Institutions,KAPLAN HIGHER EDUCATION INSTITUTE,01,9EC1C15822EC0646,2014/01/27,29802.10480000000,31607.56310000000
103.75314785518701,1.380018425815157,104,140,http://k4ktrainingcentre.weebly.com/,,02,TECK WHYE LANE,680140,Private Education Institutions,KITS4KIDS TRAINING CENTRE,355,F9E1824E0633643E,2014/01/27,19078.00420000000,40221.09200000000
103.85527857169406,1.297123673028196,105,45,http://www.informatics.edu.sg,FOO ANN BUILDING,,MIDDLE ROAD,188954,Private Education Institutions,INFORMATICS ACADEMY,,2412CB05A04C7988,2014/01/27,30443.95290000000,31054.87470000000
103.85281084892686,1.299076733269655,106,133,http://www.informaticsglobalcampus.com,BOC PLAZA,04,MIDDLE ROAD,188974,Private Education Institutions,INFORMATICS GLOBAL CAMPUS,01,6C780C475D01B53A,2014/01/27,30169.31560000000,31270.83180000000
103.84002509230581,1.302897206651689,107,51,http://www.inlingua.edu.sg,,10,CUPPAGE ROAD,229469,Private Education Institutions,INLINGUA SCHOOL OF LANGUAGES,12,FB03F31EB5064405,2014/01/27,28746.37390000000,31693.27270000000
103.78648281088022,1.299746972487064,108,1,http://www.insead.edu/home/,INSEAD,,AYER RAJAH AVENUE,138676,Private Education Institutions,INSEAD,,F32A349F2B3C4045,2014/01/27,22787.59800000000,31344.98340000000
103.84055406598711,1.278233511336501,109,150,http://www.inspiration.sg,,,NEIL ROAD,088879,Private Education Institutions,INSPIRATION DESIGN INTERNATIONAL SCHOOL,,C00D4D4CD27383B0,2014/01/27,28805.25160000000,28966.08870000000
103.85152157168197,1.296746961823506,110,73,http://www.ntuclearninghub.com,NTUC TRADE UNION HOUSE,02,BRAS BASAH ROAD,189556,Private Education Institutions,NTUC LEARNINGHUB,01,9FF7D5B6350A2D0E,2014/01/27,30025.83230000000,31013.21660000000
103.85789792960426,1.308159198851635,111,77,http://www.nurseslearninghub.sg,,,MAUDE ROAD,208353,Private Education Institutions,NURSES LEARNING HUB,,E34000A94299B5FC,2014/01/27,30735.45240000000,32275.12910000000
103.85104428483992,1.291156846727065,112,1,http://www.nyu-online.com,THE ADELPHI,04,COLEMAN STREET,179803,Private Education Institutions,NYU LANGUAGE SCHOOL,37,967EA57259A85E9C,2014/01/27,29972.71880000000,30395.09000000000
103.8148888008124,1.295729034088898,113,3,http://www.tischasia.nyu.edu.sg/page/home.html,,,KAY SIANG ROAD,248923,Private Education Institutions,NYU TISCH SCHOOL OF THE ARTS ASIA,,85AFA8D989DB92C7,2014/01/27,25948.92750000000,30900.65960000000
103.86205978737881,1.308393972654994,114,809,,KITCHENER COMPLEX,07,FRENCH ROAD,200809,Private Education Institutions,OCEAN BUSINESS SCHOOL,172,916773561E3786E6,2014/01/27,31198.62820000000,32301.09410000000
103.85396349864757,1.298887331093513,115,108,http://www.omega.edu.sg,BRIGHT CHAMBER,03,MIDDLE ROAD,188967,Private Education Institutions,OMEGA INTERNATIONAL COLLEGE,01,44BBA6A20924E2F0,2014/01/27,30297.59540000000,31249.88960000000
103.96231638972782,1.341975997316335,116,696,http://www.owis.org,ONE WORLD INTERNATIONAL SCHOOL,,UPPER CHANGI ROAD EAST,486826,Private Education Institutions,ONE WORLD INTERNATIONAL SCHOOL,,FD18F0A4CD4FF500,2014/01/27,42356.07050000000,36014.78210000000
103.85242873620393,1.282287668184217,117,1,http://www.otcinstitute.org.sg,ONE MARINA BOULEVARD,10,MARINA BOULEVARD,018989,Private Education Institutions,ONG TENG CHEONG LABOUR LEADERSHIP INSTITUTE,01,5E6FB7498F3142BB,2014/01/27,30126.80370000000,29414.38310000000
103.86099006598137,1.30212981521792,118,12A,http://www.orita-sinclair.edu.sg,,,PAHANG STREET,198613,Private Education Institutions,"ORITA SINCLAIR SCHOOL OF DESIGN, NEW MEDIA AND THE ARTS",,7EB19289E3A4405E,2014/01/27,31079.58570000000,31608.43430000000
103.90703930541284,1.313569723869848,119,1,http://www.osac.edu.sg,SCDF TELOK KURAU CAMP,,"LORONG J,TELOK KURAU",425792,Private Education Institutions,OSAC INTERNATIONAL COLLEGE,,64A515F9A4EBD8F6,2014/01/27,36204.41380000000,32873.50460000000
103.73967755937197,1.333825623685755,120,135,http://www.apcot.com.sg,,04,JURONG GATEWAY ROAD,600135,Private Education Institutions,APCOT EDUCATIONAL CENTRE,339,D9B149AB79F76399,2014/01/27,17578.73020000000,35113.37540000000
103.89150051558818,1.314191300839127,121,511,http://www.aprotraining.sg,GRANDLINK SQUARE,02,GUILLEMARD ROAD,399849,Private Education Institutions,APRO TRAINING CENTRE,12,4C0C008ED6BD0E8B,2014/01/27,34475.09240000000,32942.18980000000
103.85438758256804,1.359220050101905,122,5,http://www.autism.org.sg,,,ANG MO KIO AVENUE 10,569739,Private Education Institutions,ARC LEARNING ACADEMY,,01CC4C35CFC31A2B,2014/01/27,30344.73520000000,37921.17320000000
103.84944198141244,1.300651031920082,123,35,http://www.ariumedu.com,PARKLANE SHOPPING MALL,09,SELEGIE ROAD,188307,Private Education Institutions,ARIUM SCHOOL OF ARTS AND SCIENCES,"27,28,29",DA6A4CF357EEC1F3,2014/01/27,29794.38960000000,31444.90690000000
103.84767466934851,1.288438426050952,124,19,http://www.ascend.edu.sg,,01,CARPENTER STREET,059908,Private Education Institutions,ASCEND EDUCATION CENTRE,01,1F0039880324F757,2014/01/27,29597.71120000000,30094.49880000000
103.78737434631711,1.299180416360468,125,1,http://www.ascensia.edu.sg,CONNEXIS,B2,FUSIONOPOLIS WAY,138632,Private Education Institutions,ASCENSIA ACADEMY,02,EE1D71B08F9D2D64,2014/01/27,22886.81680000000,31282.33460000000
103.83969237503212,1.300723512498282,126,181,http://www.mages.edu.sg,ORCHARD CENTRAL,06,ORCHARD ROAD,238896,Private Education Institutions,MAGES INSTITUTE OF EXCELLENCE,11,12201CCDDCB94DD4,2014/01/27,28709.34600000000,31452.91660000000
103.80067720486251,1.297247793846143,127,501,http://www.mdis.edu.sg/,MDIS CAMPUS,,STIRLING ROAD,148951,Private Education Institutions,MANAGEMENT DEVELOPMENT INSTITUTE OF SINGAPORE,,52DAB6CA1D5E7454,2014/01/27,24367.30370000000,31068.61210000000
103.81736700108753,1.292803430870168,128,38C,http://www.manassehmeyer.edu.sg,,,BELVEDERE CLOSE,159883,Private Education Institutions,MANASSEH MEYER SCHOOL,,90D3353A81F53E4B,2014/01/27,26224.72740000000,30577.15960000000
103.85001490478315,1.284981370322883,129,ONE,http://WWW.MBS.AC.UK/GLOBAL/,,07,PHILLIP STREET,048692,Private Education Institutions,MANCHESTER BUSINESS SCHOOL,00,1D5825827F89C880,2014/01/27,29858.16220000000,29712.23690000000
103.85459027189752,1.296708684038359,130,410,http://www.mis.edu.sg,,,NORTH BRIDGE ROAD,188726,Private Education Institutions,MARKETING INSTITUTE OF SINGAPORE TRAINING CENTRE,,8B5172872664E7E1,2014/01/27,30367.35170000000,31008.98670000000
103.85603615710751,1.298698259380337,131,520,http://www.mass.edu.sg,WISMA ALSAGOFF,03,NORTH BRIDGE ROAD,188742,Private Education Institutions,MASS EDUCATION INSTITUTE,01,C27D7C63DC967D4D,2014/01/27,30528.26400000000,31228.98500000000
103.84954059686515,1.301232506172409,132,1,http://www.mbwinstitute.com,PEACE CENTRE,07,SOPHIA ROAD,228149,Private Education Institutions,MBW INSTITUTE,16,CBF2AA681B9FA140,2014/01/27,29805.36410000000,31509.20350000000
103.80067720486251,1.297247793846143,133,501,http://www.mdiscollege.edu.sg/about-mdis-college.html,MDIS CAMPUS,,STIRLING ROAD,148951,Private Education Institutions,MDIS COLLEGE,,52DAB6CA40CECC2F,2014/01/27,24367.30370000000,31068.61210000000
103.84847054556026,1.273720504774816,134,12,http://www.trentglobal.edu.sg,BESTWAY BUILDNG,"PODIUM B, 06",PRINCE EDWARD ROAD,079212,Private Education Institutions,TRENT GLOBAL COLLEGE OF TECHNOLOGY AND MANAGEMENT,13,044526258D859E24,2014/01/27,29686.29510000000,28467.06760000000
103.85524787058598,1.300917995264434,135,160,http://www.uniapolis.sg,,03,ROCHOR ROAD,188435,Private Education Institutions,UNIAPOLIS SCHOOL OF BUSINESS,00,E362668F5C1130C6,2014/01/27,30440.53250000000,31474.43120000000
103.77699305177761,1.303229801944711,136,1207,http://www.uwcsea.edu.sg/,,,DOVER ROAD,139654,Private Education Institutions,UNITED WORLD COLLEGE OF SOUTH EAST ASIA,,6AE042C69705C3F8,2014/01/27,21731.48090000000,31730.11840000000
103.93138663378446,1.358288372808976,137,1,http://www.uwcsea.edu.sg/,INFANT BLOCK,,TAMPINES STREET 73,528704,Private Education Institutions,UNITED WORLD COLLEGE OF SOUTH EAST ASIA - EAST,,9D713474218DBEDD,2014/01/27,38913.84430000000,37818.36420000000
103.87380811169085,1.316734207067692,138,1208,http://www.unitedworld.edu.sg,,01,UPPER BOON KENG ROAD,387312,Private Education Institutions,UNITEDWORLD SCHOOL OF BUSINESS,19,3E9ABFFDCAAB8D4F,2014/01/27,32506.09220000000,33223.33250000000
103.85394229875259,1.297489762146781,139,100,http://www.unlv.edu.sg,NATIONAL LIBRARY BUILDING,11,VICTORIA STREET,188064,Private Education Institutions,UNLV SINGAPORE,02,08979924D9E22AE6,2014/01/27,30295.23730000000,31095.35370000000
103.82790289905964,1.429882510768447,140,701A,uptrendcollege.com,,03,YISHUN AVENUE 5,761701,Private Education Institutions,UPTREND COLLEGE,02,48153FC160E87F61,2014/01/27,27397.31580000000,45734.66070000000
103.81879858158359,1.282932204827429,141,168,http://www.portman.edu.sg,,04,JALAN BUKIT MERAH,150168,Private Education Institutions,PORTMAN INTERNATIONAL COLLEGE,"07A,B",D0AD8CA891A8CF68,2014/01/27,26384.04370000000,29485.64930000000
103.84986350672293,1.284358150869132,142,17,http://www.pta.com.sg,GRAND BUILDING,03,PHILLIP STREET,048695,Private Education Institutions,PROTHERAPIST ACADEMY,00,4B97BB0A87C6C20D,2014/01/27,29841.31320000000,29643.32450000000
103.82655046646006,1.286943732346987,143,355,http://www.psb-academy.edu.sg,,,JALAN BUKIT HO SWEE,169567,Private Education Institutions,PSB ACADEMY,,814DBC25745FD586,2014/01/27,27246.76590000000,29929.21970000000
103.84344604062751,1.288922526761547,144,51,http://www.raffles-college.edu.sg,RAFFLES EDUCATION SQUARE,,MERCHANT ROAD,058283,Private Education Institutions,RAFFLES COLLEGE OF HIGHER EDUCATION,,76F6B429FF3904A0,2014/01/27,29127.10040000000,30148.02590000000
103.83168208340358,1.301456783514208,145,25A,http://www.ofs.edu.sg,OVERSEAS FAMILY SCHOOL,BLK 25F,PATERSON ROAD,238515,Private Education Institutions,OVERSEAS FAMILY SCHOOL,,2B3B166C45B65E01,2014/01/27,27817.87280000000,31533.99710000000
103.89230885507426,1.319687134650835,146,11,http://www.capelleacademy.com,,05,EUNOS ROAD 8,408601,Private Education Institutions,CAPELLE ACADEMY,04,3FF235C94908BB02,2014/02/17,34565.03840000000,33549.89340000000
103.90104005042529,1.303820411016868,147,865,http://www.singapore-nei.com,KATONG SHOPPING CENTRE,06,MOUNTBATTEN ROAD,437844,Private Education Institutions,NANYANG EDUCATION INSTITUTE,"28,29",0381F98AAE047E05,2014/01/27,35536.78270000000,31795.45610000000
103.85695559120711,1.297757859889574,148,101,http://www.bflearninghub.com.sg/,THE 101,02,BEACH ROAD,189703,Private Education Institutions,BEAUTY FOREVER LEARNING HUB,04,F7C5A291A1FE7FB5,2014/01/27,30630.58980000000,31125.00140000000
103.85319687683409,1.301216889523478,149,192,http://www.bentley.edu.sg,SKYLINE BUILDING,07,WATERLOO STREET,187966,Private Education Institutions,BENTLEY INSTITUTE,02,BDA3C38E0686013F,2014/01/27,30212.27520000000,31507.47950000000
103.86257047090456,1.30871570618967,150,26,http://www.birmingham.edu.sg,BH BUILDING,05,HORNE ROAD,209062,Private Education Institutions,BIRMINGHAM ACADEMY,01,9101C893D1A8AA16,2014/01/27,31255.46210000000,32336.67030000000
103.81746537956356,1.283837506804447,151,162,http://www.bmc.edu.sg,,03,BUKIT MERAH CENTRAL,150162,Private Education Institutions,BMC INTERNATIONAL COLLEGE,3555,382E0FC518D9F084,2014/01/27,26235.66990000000,29585.75390000000
103.85603615710751,1.298698259380337,152,520,http://www.bostonbiz.edu.sg,WISMA ALSAGOFF,03,NORTH BRIDGE ROAD,188742,Private Education Institutions,BOSTON BUSINESS SCHOOL,01,C27D7C632FD387B0,2014/01/27,30528.26400000000,31228.98500000000
103.84897096636381,1.279548521521496,153,108,http://www.boxhill.sg,FINEXIS BUILDING,10,ROBINSON ROAD,068900,Private Education Institutions,BOX HILL INSTITUTE SINGAPORE,00,F660AB563F2C38E0,2014/01/27,29741.98410000000,29111.49990000000
103.84954059686515,1.301232506172409,154,1,http://www.bradfordrex.com.sg,PEACE CENTRE,02,SOPHIA ROAD,228149,Private Education Institutions,BRADFORD-REX COLLEGE OF HOSPITALITY & MANAGEMENT,07,CBF2AA685E0E8FCD,2014/01/27,29805.36410000000,31509.20350000000
103.86517213728766,1.30277120969404,155,5001,http://www.bristol.edu.sg,GOLDEN MILE COMPLEX,04,BEACH ROAD,199588,Private Education Institutions,BRISTOL BUSINESS SCHOOL,01,E6D65E7F9B89F0B7,2014/01/27,31545.01150000000,31679.36190000000
103.82146281841881,1.305069883984436,156,30,http://www.britishcouncil.org.sg,,,NAPIER ROAD,258509,Private Education Institutions,BRITISH COUNCIL (SINGAPORE),,E06A53E13A531B8B,2014/01/27,26680.56280000000,31933.51830000000
103.84586871340915,1.282335029862603,157,44A,http://www.britisheducationcentre.org/,,LEVEL 2,CLUB STREET,069421,Private Education Institutions,BRITISH EDUCATION CENTRE,,752B3AB9792EB053,2014/01/27,29396.72700000000,29419.61570000000
103.84063711649762,1.281585637416934,158,100A,http://www.cic.edu.sg,PEARLS CENTRE OFFICE PODIUM,08,"EU TONG SEN STREET,",059813,Private Education Institutions,CAMFORD INTERNATIONAL COLLEGE,01,A9C831C145618BC8,2014/01/27,28814.49340000000,29336.74950000000
103.84458906467752,1.298054718424458,159,9,http://www.canadian.edu.sg,PARK MALL,14,PENANG ROAD,238459,Private Education Institutions,CANADIAN EDUCATION COLLEGE,01,3864DFC09A3F45E5,2014/01/27,29254.30480000000,31157.81700000000
103.72705248081236,1.345256019257627,160,7,http://www.cis.edu.sg,,,JURONG WEST STREET 41,649414,Private Education Institutions,CANADIAN INTERNATIONAL SCHOOL,,1DAB45E3870E0A1A,2014/01/27,16173.74390000000,36377.34940000000
103.84801757850663,1.272946276950152,161,70,http://www.cae.edu.sg,PALMER HOUSE,02,PALMER ROAD,079427,Private Education Institutions,CENTER FOR AMERICAN EDUCATION,08,11B336986EB0DE9B,2014/01/27,29635.88390000000,28381.45720000000
103.80633436687889,1.449809155708784,162,3,http://www.cerealtechschoolofbakingtechnology.com/,,,WOODLANDS LINK,738720,Private Education Institutions,CEREALTECH SCHOOL OF BAKING TECHNOLOGY,,2A3E6C8AE12F22DF,2014/01/27,24997.08640000000,47938.06610000000
103.81436179840976,1.286689071822113,163,141,http://www.cgprotege.com,,01,REDHILL ROAD,158828,Private Education Institutions,CG PROTEGE ANIMATION SCHOOL,24,82BB7561E60C6B28,2014/01/27,25890.26920000000,29901.06760000000
103.80788858945938,1.274844281883742,164,450,http://www.citech.edu.sg,TELOK BLANGAH COMMUNITY CENTRE,02,TELOK BLANGAH STREET 31,108943,Private Education Institutions,CHARTERED INSTITUTE OF TECHNOLOGY,05,1168EF40B9066B20,2014/01/27,25169.84240000000,28591.33800000000
103.83849600040828,1.302372382067622,165,37,http://www.chatsworth.com.sg,,,EMERALD HILL ROAD,229313,Private Education Institutions,CHATSWORTH INTERNATIONAL SCHOOL,,74B197851A6B1428,2014/01/27,28576.20000000000,31635.23990000000
103.84424958634885,1.289176813640065,166,30,http://www.cma-academy.edu.sg,RIVERSIDE POINT,03,MERCHANT ROAD,058282,Private Education Institutions,CHATSWORTH MEDI@RT ACADEMY,22,DD9CE993CB028AE0,2014/01/27,29216.52810000000,30176.14390000000
103.82991916449527,1.320354725203217,167,60,http://WWW.CNIS.EDU.SG,,60,DUNEARN ROAD,309434,Private Education Institutions,CHINESE INTERNATIONAL SCHOOL,,E69F490DEEE1EC5A,2014/01/27,27621.67870000000,33623.63460000000
103.87929536250921,1.35451979540537,168,780,http://www.cmasg.com/en/,,02,UPPER SERANGOON ROAD,534649,Private Education Institutions,CHINESE MUSIC ACADEMY,06,75FBA80C597CFA19,2014/01/27,33116.69200000000,37401.48130000000
103.81367274221397,1.284078034106342,169,2,http://www.citycollege.edu.sg,SPRING SINGAPORE,20,BUKIT MERAH CENTRAL,159835,Private Education Institutions,CITY COLLEGE,00,4482B869C12F7AC0,2014/01/27,25813.58090000000,29612.35300000000
103.84847054556026,1.273720504774816,170,12,http://www.colemancollege.edu.sg,"PODIUM B, BESTWAY BUILDING",05,PRINCE EDWARD ROAD,079212,Private Education Institutions,COLEMAN COLLEGE,03,04452625528C2531,2014/01/27,29686.29510000000,28467.06760000000
103.84847054556026,1.273720504774816,171,12,http://www.csbs.edu.sg,"PODIUM B, BESTWAY BUILDING",05,PRINCE EDWARD ROAD,079212,Private Education Institutions,COLEMAN SCHOOL OF BEHAVIOURAL SCIENCES,02,04452625B024ED85,2014/01/27,29686.29510000000,28467.06760000000
103.87402059352962,1.350858934537079,172,587,http://www.klc.edu.sg,CRESTAR BUILDING,,UPPER SERANGOON ROAD,534564,Private Education Institutions,KLC INTERNATIONAL INSTITUTE,,091DAEBCC24FDD36,2014/02/24,32529.67710000000,36996.67140000000
103.84570322397971,1.275735683523371,173,10,http://www.asiaglobal.edu.sg/,INTERNATIONAL PLAZA,16,ANSON ROAD,079903,Private Education Institutions,M2 ACADEMY,01E,B4545ED5800784A4,2014/02/24,29378.31290000000,28689.89390000000
103.88994722172814,1.314873418221851,174,711,http://www.tcmhc.com.sg,ORIENTAL VENTURE BUILDING,04,GEYLANG ROAD,389626,Private Education Institutions,TCM AND HEALTHCARE COLLEGE,02,45D8736F79F52A21,2014/03/10,34302.22380000000,33017.61090000000
103.84377092372283,1.277465434815144,175,95,http://www.kimarie.com.sg/training-centre/about_us,,,TANJONG PAGAR ROAD,088516,Private Education Institutions,KIMARIE HAIR & BEAUTY TRAINING CENTRE,,19D50B3B803F7823,2014/01/27,29163.26240000000,28881.16000000000
103.89476336499813,1.318572283279079,176,10,http://www.gig.edu.sg,SINGAPORE POST CENTRE,B2,EUNOS ROAD 8,408600,Private Education Institutions,G I G EDUCATION CENTRE,14,E32FB4FE732E0F39,2014/01/27,34838.20450000000,33426.62530000000
103.84954059686515,1.301232506172409,177,1,http://www.gteceducation.com.sg,PEACE CENTRE,02,SOPHIA ROAD,228149,Private Education Institutions,G-TEC  COMPUTER EDUCATION CENTRE,03,CBF2AA68AAE37740,2014/01/27,29805.36410000000,31509.20350000000
103.8521274914884,1.28466507203785,178,50,http://www.gemseducation.com,SINGAPORE LAND TOWER,27,RAFFLES PLACE,048623,Private Education Institutions,GEMS WORLD ACADEMY (SINGAPORE),02,25B403BE71AF9B44,2014/01/27,30093.27570000000,29677.26400000000
103.84222712141327,1.300614669009654,179,100,http://www.aventis.edu.sg,CONCORDE HOTEL,04,ORCHARD ROAD,238840,Private Education Institutions,AVENTIS SCHOOL OF MANAGEMENT,100,05DDFB349AB370BD,2014/01/27,28991.44060000000,31440.88220000000
103.81571088367085,1.29818942224543,180,318,http://www.avondale.edu.sg,PHOENIX PARK,,TANGLIN ROAD,247979,Private Education Institutions,AVONDALE GRAMMAR SCHOOL,,A9C64FFF5834776E,2014/01/27,26040.41990000000,31172.71600000000
103.82541280105731,1.265509149863986,181,201,http://www.bitc.com.sg,ANNEXE BLOCK (BLOCK 1),11,KEPPEL ROAD,099419,Private Education Institutions,BAKING INDUSTRY TRAINING CENTRE,00,392AABC8294C881B,2014/01/27,27120.14590000000,27559.09490000000
103.8499130405408,1.284502536920517,182,15,http://www.icae.edu.sg,TAN EAN KIAM BUILDING,06,PHILLIP STREET,048694,Private Education Institutions,COLLEGE OF ALLIED EDUCATORS,00,CBDD3E69B13C7234,2014/01/27,29846.82580000000,29659.28990000000
103.84561554915176,1.284960078635893,183,536,http://www.counsel.org.sg,HONG LIM COMPLEX,05,UPPER CROSS ST,050536,Private Education Institutions,COUNSELLING AND CARE CENTRE,241,1666569FF2FFB395,2014/01/27,29368.55040000000,29709.87980000000
103.88261616080747,1.314887240538129,184,250,http://www.csmacademy.edu.sg,SPCS BUILDING,03,SIMS AVENUE,387513,Private Education Institutions,CSM ACADEMY INTERNATIONAL,01,CAA659BCD0C59F46,2014/01/27,33486.34700000000,33019.12200000000
103.85447527670215,1.327267770783474,185,90 AND 92,curtin.edu.sg,,,JALAN RAJAH,329162,Private Education Institutions,CURTIN EDUCATION CENTRE,,6EB7FD2D4FAFBB25,2014/01/27,30354.52520000000,34388.05350000000
103.78965958949956,1.300891645990376,186,10,https://singapore.digipen.edu,PIXEL BUILDING,01,CENTRAL EXCHANGE GREEN,138649,Private Education Institutions,DIGIPEN INSTITUTE OF TECHNOLOGY SINGAPORE,01,D2CEA996570DF448,2014/01/27,23141.14730000000,31471.54920000000
103.8824673085409,1.363028671523156,187,58,http://www.dimensions.edu.sg,,,LOWLAND ROAD,547453,Private Education Institutions,DIMENSIONS INTERNATIONAL COLLEGE,,DC6A37ADDEE9688F,2014/01/27,33469.67440000000,38342.35670000000
103.77912351779337,1.306266298459445,188,301,http://www.dovercourt.edu.sg,DOVER COURT PREPARATORY SCHOOL,,DOVER ROAD,139644,Private Education Institutions,DOVER COURT PREPARATORY SCHOOL,,07C8D98E4DF29754,2014/01/27,21968.58980000000,32065.87360000000
103.81852658653581,1.282638214126546,189,167,http://www.aec.edu.sg,,02,JALAN BUKIT MERAH,150167,Private Education Institutions,AEC COLLEGE,13,D737B628B7CB435C,2014/01/27,26353.77260000000,29453.14150000000
103.85334260709776,1.301632321871961,190,180,http://www.beautyacademy.com.sg,THE BENCOOLEN,02,BENCOOLEN STREET,189646,Private Education Institutions,AESTHETICS INTERNATIONAL ACADEMY,01,3BB8D7F01756D8D5,2014/01/27,30228.49330000000,31553.41600000000
103.86922081532953,1.411841770540008,191,70,http://www.attc.edu.sg,SELETAR AEROSPACE TRAINING COMPLEX,,SELETAR AEROSPACE VIEW,797564,Private Education Institutions,AIR TRANSPORT TRAINING COLLEGE,,E957B31987EE90C9,2014/01/27,31995.41380000000,43739.83660000000
103.8499130405408,1.284502536920517,192,15,,TAN EAN KIAM BUILDING,06,PHILLIP STREET,048694,Private Education Institutions,ALIVE COMMUNITY ACADEMY,00,CBDD3E69C34CCCB3,2014/01/27,29846.82580000000,29659.28990000000
103.83715327795581,1.314103433110079,193,1,http://www.alliancefrancaise.org.sg,,,SARKIES ROAD,258130,Private Education Institutions,ALLIANCE FRANCAISE DE SINGAPOUR,,D5DD0B5F1075C2BB,2014/01/27,28426.76520000000,32932.39890000000
103.80401904387234,1.286851324889931,194,BLK 123,http://www.allspice.edu.sg,,03,BUKIT MERAH LANE1,150123,Private Education Institutions,ALLSPICE INSTITUTE,108,78886C5124C10EFA,2014/01/27,24739.20760000000,29919.01960000000
103.87380811169085,1.316734207067692,195,1208,http://www.ace.edu.sg,,BLOCK B,UPPER BOON KENG ROAD,387312,Private Education Institutions,AMERICAN CENTER FOR EDUCATION,,3E9ABFFDCE74A63A,2014/01/27,32506.09220000000,33223.33250000000
103.84954059686515,1.301232506172409,196,1,http://www.eduquest.com.sg,PEACE CENTRE,07,SOPHIA ROAD,228149,Private Education Institutions,EDUQUEST INTERNATIONAL INSTITUTE,13,CBF2AA6816C293E5,2014/01/27,29805.36410000000,31509.20350000000
103.84792150307811,1.28828877124857,197,15,http://www.ef.sg,,,CARPENTER STREET,059904,Private Education Institutions,EF INTERNATIONAL LANGUAGE SCHOOLS,,4D00B6744CDE40BB,2014/01/27,29625.18190000000,30077.95080000000
103.86430226839769,1.377172876348946,198,5000,http://www.elitc.com,TECHPLACE II,02,ANG MO KIO AVE 5,569870,Private Education Institutions,ELECTRONICS INDUSTRIES TRAINING CENTRE,08,83BE31340B640F2C,2014/01/27,31448.09910000000,39906.31760000000
103.84658414568976,1.358110661536206,199,228,http://www.smartlab.com.sg,,B1,BISHAN STREET 23,570228,Private Education Institutions,SMARTLAB EDUCATION PRIVATE SCHOOL,71,57106D87833E7651,2014/03/17,29476.30410000000,37798.49660000000
103.86416194718807,1.41735408208372,200,600,http://www.staa.com.sg,,,WEST CAMP ROAD,797654,Private Education Institutions,ST AEROSPACE ACADEMY,,EC8A0615B743E256,2014/03/17,31432.42480000000,44349.35220000000
103.84386838882,1.285792100379776,201,#06-10,http://www.ymk.edu.sg,PEOPLE'S PARK CENTRE,,101 UPPER CROSS STREET,058357,Private Education Institutions,YMK EDUCATION CENTRE,,C3945AD33D62B5D8,2014/01/27,29174.10570000000,29801.87960000000
103.81367274221397,1.284078034106342,202,2,http://www.kibs.edu.sg,SPRING SINGAPORE BUILDING,14,BUKIT MERAH CENTRAL,159835,Private Education Institutions,KINGS INTERNATIONAL BUSINESS SCHOOL,03,4482B8690F85F597,2014/01/27,25813.58090000000,29612.35300000000
103.77024728740169,1.442883031111253,203,BLK 6A,http://www.kingston.edu.sg,6A,03,WOODLANDS CENTRE ROAD,731006,Private Education Institutions,KINGSTON INTERNATIONAL SCHOOL,280,B47784B5294AF907,2014/01/27,20981.14580000000,47172.28950000000
103.85709578298943,1.335998650788334,204,17A,http://k4kspecialschool.weebly.com/,,01,LOR 7 TOA PAYOH,311017,Private Education Institutions,KITS4KIDS SPECIAL SCHOOL,,F4788A8259CF6EDF,2014/01/27,30646.15160000000,35353.47220000000
103.87031857422936,1.321885573211613,205,70,http://www.rsi.edu.sg,,03,GEYLANG BAHRU,330070,Private Education Institutions,RAFFLES SKILLS LAB INTERNATIONAL TRAINING CENTRE,2719,61B876ECFDC1BD2E,2014/01/27,32117.73200000000,33792.93830000000
