longitude,latitude,OBJECTID,ADDRESSBLO,ADDRESSBUI,ADDRESSFLO,ADDRESSPOS,ADDRESSSTR,ADDRESSTYP,ADDRESSUNI,DESCRIPTIO,HYPERLINK,LANDXADDRE,LANDYADDRE,NAME,PHOTOURL,INC_CRC,FMEL_UPD_D,X_ADDR,Y_ADDR
103.74611049425022,1.321030787710027,63,201,,,609337,Pandan Gardens,,,MOE-registered Kindergarten,http://preschool.gov.sg/klink/klink/pview/kgt/kgtChildCareView.action?usraction=view&schoolCategory=FAQCAT-002&viewId=980,0.00000000000,0.00000000000,Calvary Pandan Kindergarten,,9981030C541F274A,2012/09/06,18294.59960000000,33698.56020000000
103.80556725743814,1.318057475610557,64,118,,,268155,King's Road,,,MOE-registered Kindergarten,http://preschool.gov.sg/klink/klink/pview/kgt/kgtChildCareView.action?usraction=view&schoolCategory=FAQCAT-002&viewId=1140,0.00000000000,0.00000000000,Nanyang Kindergarten,,B394DD836E5805AD,2012/08/26,24911.54880000000,33369.63350000000
103.73822312251319,1.321697184157061,65,492,,,608878,Teban Gardens Road,,,MOE-registered Kindergarten,http://preschool.gov.sg/klink/klink/pview/kgt/kgtChildCareView.action?usraction=view&schoolCategory=FAQCAT-002&viewId=1048,0.00000000000,0.00000000000,Hasanah Mosque Kindergarten,,C65924864B2A4C2A,2012/09/06,17416.81490000000,33772.27920000000
103.88359409883259,1.377477539566586,66,915,,1,530915,Hougang Street 91,A,10,MOE-registered Kindergarten,http://preschool.gov.sg/klink/klink/pview/kgt/kgtChildCareView.action?usraction=view&schoolCategory=FAQCAT-002&viewId=1074,0.00000000000,0.00000000000,Jenius Kindergarten (Hougang),,69F250DFA4E2976D,2012/09/06,33595.03950000000,39940.04230000000
103.89072840085194,1.364857400815884,67,23,,1,530023,Hougang Avenue 3,A,303,MOE-registered Kindergarten,http://preschool.gov.sg/klink/klink/pview/kgt/kgtChildCareView.action?usraction=view&schoolCategory=FAQCAT-002&viewId=808,0.00000000000,0.00000000000,PCF Paya Lebar Blk 23,,4B205225A65196A4,2012/08/26,34389.03220000000,38544.58880000000
103.69781568144829,1.336119611325759,68,654B,,1,642654,Jurong West Street 61,A,490,MOE-registered Kindergarten,http://preschool.gov.sg/klink/klink/pview/kgt/kgtChildCareView.action?usraction=view&schoolCategory=FAQCAT-002&viewId=1857,0.00000000000,0.00000000000,PCF Pioneer Blk 654B,,0062DDA393C9E0A1,2012/08/26,12919.94610000000,35367.25050000000
103.93304377465368,1.360011784400393,69,741,,1,520741,Tampines Street 72,A,74,MOE-registered Kindergarten,http://preschool.gov.sg/klink/klink/pview/kgt/kgtChildCareView.action?usraction=view&schoolCategory=FAQCAT-002&viewId=986,0.00000000000,0.00000000000,Cavenur Kindergarten,,1B4FC7B431CD6D51,2012/09/10,39098.25730000000,38008.93820000000
103.86616886810587,1.332890756144246,70,143,,1,350143,Potong Pasir Avenue 2,A,24,MOE-registered Kindergarten,http://preschool.gov.sg/klink/klink/pview/kgt/kgtChildCareView.action?usraction=view&schoolCategory=FAQCAT-002&viewId=814,0.00000000000,0.00000000000,PCF Potong Pasir Blk 143,,19C892AC32AA6CF6,2012/08/26,31655.89480000000,35009.82870000000
103.90135168569635,1.389141997628206,71,231,,1,540231,Compassvale Walk,A,436,MOE-registered Kindergarten,http://preschool.gov.sg/klink/klink/pview/kgt/kgtChildCareView.action?usraction=view&schoolCategory=FAQCAT-002&viewId=817,0.00000000000,0.00000000000,PCF Punggol Central Blk 231-232,,BC8E2C11973DF7F7,2012/08/26,35571.20170000000,41229.88880000000
103.76583337931747,1.302856136522797,72,152,,,127370,West Coast Road,,,MOE-registered Kindergarten,http://preschool.gov.sg/klink/klink/pview/kgt/kgtChildCareView.action?usraction=view&schoolCategory=FAQCAT-002&viewId=1001,0.00000000000,0.00000000000,Clementi Woods Kindergarten,,0EB8DE13B7FAA949,2012/09/10,20489.50930000000,31688.83100000000
103.76436413818703,1.345219157289285,73,100,,,598454,Jalan Merbok,,,MOE-registered Kindergarten,http://preschool.gov.sg/klink/klink/pview/kgt/kgtChildCareView.action?usraction=view&schoolCategory=FAQCAT-002&viewId=983,0.00000000000,0.00000000000,Canossian Convent Kindergarten,,D09B651C0893F215,2012/09/10,20326.12630000000,36373.12430000000
